ID,Pension personal,Pension corporativa,Fondo inversión,Fondo inversión (extra),Acciones,Activos renta fija,Criptomonedas,Criptomonedas (extra),Hipoteca_actual,Hipoteca_adquirida_2y,Prestamo_personal_actual,Prestamo_personal_adquirido_2y,Tarjeta_credito_adquirida_2y,Descubierto_autorizado,Tarjeta_credito_para_efectivo,Hipoteca_flexible,Prestamo_contra_fondo_pension,Microcredito,Payday_loan,Empeño_en_casa_de_empeño,Ayuda_familia_comunidad,Prestamo_familia_comunidad
6988,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
6989,0,0,1,0,0,0,1,1,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
6990,0,0,0,0,0,0,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
6991,0,0,1,1,0,-98,-98,-98,0,0,-98,-98,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
6992,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
6993,0,0,1,1,0,1,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
6994,-98,-98,-98,-98,-98,-98,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
6995,1,0,1,0,0,-98,0,0,0,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
6996,0,0,0,0,0,0,0,0,0,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
6997,-98,0,0,0,-98,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
6998,1,1,1,0,0,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
6999,1,0,0,0,0,-98,0,0,0,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7000,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7001,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7002,1,0,0,0,0,-98,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
7003,0,1,0,0,0,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7004,0,0,0,0,0,1,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7005,0,0,0,0,0,0,0,0,1,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
7006,0,0,1,1,-98,0,1,1,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7007,1,0,1,1,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7008,0,0,0,0,-98,-98,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
7009,1,0,0,0,0,0,0,0,0,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7010,1,0,0,0,0,-98,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0
7011,0,0,0,0,0,0,0,0,1,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7012,-98,-98,0,0,-98,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7013,0,-98,-98,-98,-98,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7014,0,0,0,0,-98,-98,-98,-98,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7015,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7016,0,0,0,0,0,0,0,0,0,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7017,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7018,1,1,0,0,0,0,0,0,1,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7019,0,0,0,0,-98,-98,1,1,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7020,0,0,0,0,0,0,-98,-98,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7021,-98,0,0,0,0,-98,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
7022,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7023,0,0,0,0,0,-98,0,0,1,1,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
7024,0,0,0,0,0,0,0,0,1,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7025,1,0,1,1,0,0,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
7026,1,0,0,0,0,-98,0,0,1,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7027,0,0,0,0,-98,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7028,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7029,0,-98,0,0,0,-98,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
7030,0,0,0,0,-98,0,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7031,-98,-98,-98,-98,-98,-98,0,0,0,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7032,0,0,1,1,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7033,0,0,0,0,0,1,0,0,0,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7034,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7035,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7036,0,0,1,0,0,1,0,0,0,0,1,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
7037,0,0,0,0,0,0,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7038,0,0,0,0,0,1,-98,-98,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
7039,0,0,0,0,0,-98,-98,-98,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
7040,1,0,0,0,0,0,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7041,0,0,0,0,-98,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7042,0,1,0,0,0,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7043,-98,-98,-98,-98,-98,-98,-98,-98,0,0,-98,-98,1,0,0,0,0,0,0,0,1,0
7044,0,0,0,0,-98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7045,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7046,0,-98,-98,-98,-98,-98,0,0,0,0,-98,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7047,0,0,0,0,0,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7048,1,1,0,0,0,1,0,0,1,0,1,1,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
7049,0,0,0,0,-98,0,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
7050,1,-98,0,0,0,-98,0,0,0,0,-98,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7051,0,0,0,0,-98,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7052,-98,1,0,0,-98,-98,-98,-98,0,0,-98,-98,-98,0,0,0,0,0,0,0,0,0
7053,0,0,0,0,0,0,0,0,1,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7054,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7055,0,0,0,0,0,0,0,0,0,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7056,1,0,0,0,0,1,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
7057,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7058,0,0,0,0,0,-98,-98,-98,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7059,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7060,1,0,0,0,-98,0,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
7061,0,-98,0,0,0,0,0,0,0,0,-98,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7062,0,1,1,1,0,0,1,1,0,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7063,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7064,0,0,0,0,0,0,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
7065,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7066,0,1,1,1,0,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7067,0,0,1,1,0,-98,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
7068,1,1,1,1,0,0,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7069,1,0,0,0,-98,-98,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7070,1,-98,0,0,0,-98,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7071,1,0,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7072,0,0,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7073,-98,0,-98,-98,0,-98,0,0,0,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7074,0,0,1,0,0,1,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7075,0,0,0,0,0,1,0,0,1,0,0,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7076,0,0,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7077,0,0,0,0,0,0,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
7078,1,0,0,0,0,0,0,0,1,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7079,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7081,1,0,0,0,0,0,1,1,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7082,0,1,1,1,1,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7083,0,0,0,0,0,-98,0,0,1,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7084,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7086,1,1,1,0,-98,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7087,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7088,-98,-98,0,0,-98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7089,0,0,0,0,0,1,0,0,0,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7090,1,-98,0,0,-98,0,-98,-98,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7091,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7092,0,0,0,0,0,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7093,1,1,0,0,0,1,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7094,1,1,1,0,0,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7095,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7096,1,0,0,0,0,-98,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
7097,1,0,0,0,0,0,0,0,0,0,1,1,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
7098,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7099,0,0,0,0,0,0,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7100,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7101,1,1,0,0,0,0,0,0,1,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
7102,0,0,0,0,0,0,-98,-98,1,0,1,1,0,0,0,0,0,0,0,0,0,0
7103,1,0,0,0,0,-98,0,0,1,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
7104,0,-98,0,0,-98,-98,-98,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7105,0,0,0,0,-98,0,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7106,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7107,1,1,1,1,0,0,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
7108,0,-98,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7109,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7110,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7111,0,0,0,0,-98,0,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
7112,0,0,0,0,0,1,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7113,0,0,0,0,0,0,1,1,0,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7114,1,1,1,1,0,1,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
7115,0,0,0,0,-98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7116,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7117,0,0,1,0,0,0,0,0,0,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7118,0,0,0,0,0,0,-98,-98,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7119,0,0,0,0,-98,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7120,0,0,0,0,0,1,0,0,0,0,-98,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7121,0,0,0,0,0,0,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
7122,0,0,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7123,0,0,0,0,-98,1,0,0,0,0,0,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7124,0,0,0,0,0,1,0,0,1,1,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7125,-98,0,0,0,-98,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7126,0,0,0,0,0,0,0,0,0,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7127,0,0,0,0,0,0,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7128,0,1,1,1,0,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7129,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7130,0,0,0,0,0,-98,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7131,1,0,0,0,0,0,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
7132,0,1,0,0,0,1,0,0,0,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7133,1,0,0,0,0,1,0,0,0,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7134,1,0,0,0,-98,-98,0,0,1,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7135,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0
7136,0,0,0,0,0,1,0,0,1,1,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7137,0,1,0,0,1,1,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
7138,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7139,0,0,0,0,0,0,-98,-98,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7140,0,0,0,0,0,0,0,0,1,0,0,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7141,0,0,0,0,-98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7142,1,0,1,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7143,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7144,0,1,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7145,0,0,0,0,0,-98,-98,-98,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7146,0,0,1,1,0,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7147,0,0,0,0,-98,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7148,1,1,0,0,0,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7149,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
7150,0,0,0,0,0,0,0,0,0,0,1,1,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
7151,0,0,0,0,0,-98,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7152,0,0,0,0,0,0,0,0,0,0,-98,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7153,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7154,0,0,0,0,0,-98,-98,-98,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7155,0,0,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7156,1,0,-98,-98,-98,-98,-98,-98,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7157,-98,0,1,0,0,-98,1,1,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7158,0,-98,-98,-98,-98,-98,0,0,-98,-98,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
7159,0,-98,0,0,-98,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7160,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
7161,0,0,0,0,-98,-98,-98,-98,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7162,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7163,1,0,1,1,0,1,0,0,1,1,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
7164,1,0,0,0,0,1,0,0,0,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7165,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7166,0,0,0,0,0,-98,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1
7167,0,-98,-98,-98,-98,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
7168,1,0,0,0,0,0,0,0,0,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7169,0,0,0,0,-98,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7170,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7171,0,0,0,0,0,-98,0,0,1,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
7172,0,0,0,0,-98,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7173,-98,0,-98,-98,-98,-98,-98,-98,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
7174,1,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7175,0,0,0,0,0,0,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
7176,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7177,1,1,1,1,0,0,1,1,1,1,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
7178,0,1,1,1,-98,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7180,1,0,0,0,0,-98,0,0,1,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7181,0,0,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7182,1,0,0,0,0,0,0,0,1,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
7183,0,0,1,0,0,0,0,0,1,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7184,0,0,0,0,-98,0,-98,-98,1,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7185,0,0,0,0,0,-98,0,0,0,0,-98,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7186,-98,-98,-98,-98,0,1,0,0,1,0,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
7187,0,0,1,1,0,0,0,0,0,0,-98,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7188,-98,-98,0,0,0,-98,-98,-98,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7189,0,0,0,0,0,-98,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7190,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7191,0,-98,0,0,-98,-98,0,0,-98,-98,-98,-98,1,0,0,0,0,0,0,0,0,0
7192,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7193,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
7194,0,0,1,1,0,0,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
7195,0,0,0,0,0,-98,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7196,1,1,1,0,0,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7197,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7198,0,0,0,0,-98,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7199,-98,0,-98,-98,-98,-98,0,0,1,1,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
7200,-98,0,0,0,-98,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7201,1,0,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7202,0,-98,0,0,-98,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7203,0,1,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7204,0,0,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7205,0,0,0,0,0,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7206,0,0,0,0,-98,-98,-98,-98,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7207,1,1,0,1,-98,-98,0,0,0,0,0,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7208,0,-98,0,0,0,-99,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
7209,1,1,1,1,0,0,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
7210,0,0,0,1,0,1,1,1,0,0,1,1,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
7211,0,0,0,0,0,-98,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7212,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7213,-98,0,0,0,0,0,0,0,0,0,-98,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7214,0,0,1,0,-98,1,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7215,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7216,0,0,0,0,-98,-98,-98,-98,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7217,0,0,1,0,0,0,1,0,1,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7218,1,-98,-98,-98,-98,-98,-98,-98,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7219,1,0,1,0,0,0,0,0,1,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7220,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7221,1,0,0,0,0,0,-98,-98,1,0,-98,-98,-98,0,0,0,0,0,0,0,0,0
7222,1,0,1,1,-98,-98,1,1,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7223,1,1,0,0,1,1,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
7224,0,0,0,0,0,-98,0,0,0,0,1,1,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
7225,1,0,0,0,0,0,-98,-98,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7226,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
7227,0,0,0,0,0,0,0,0,1,1,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7228,0,0,0,0,0,0,0,0,1,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
7229,0,-98,-98,-98,0,-98,-98,-98,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7230,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7231,1,0,0,0,0,0,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
7232,-98,-98,-98,-98,-98,-98,-98,-98,0,0,-98,-98,1,0,0,0,0,0,0,0,0,0
7233,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7234,0,0,0,0,0,1,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
7235,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
