cat_educacion,estado_laboral,familia,riq_inmob,ahorro,deuda,adq_ahorro2,adq_deuda2,adq_otro,ahorra_12m,consumo_ahorros,cred_inf,cred_form,cred_add,impago,ayudas,rechazo,semirechazo,nopiden,age,ID,year,inflacion_ok,interes_comp_ok,diversificacion_ok,weight,t_hipoteca,t_ppension_ind,t_ppension_emp,t_fondo_inv,t_acciones,t_prestamo,t_renta_fija,t_cuentas_depositos,adq_hipoteca,adq_ppension_ind,adq_ppension_emp,adq_fondo_inv,adq_acciones,adq_prest,adq_otros_act,adq_renta_fija,adq_cuentas_depositos,uso_cc,uso_ahorro_dep,venta_activos,prestamo_fam,prestamo_amig,tarjeta_cred,descubierto_auto,prest_garantia,linea_cred,prest_banc,prest_nobanc,otro_prest
Universidad,Jubilado,Vive solo,No posee residencia principal,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,68,1436,2022,1,1,1,1402.5752,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Vive con pareja,No posee residencia principal,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,54,1437,2022,1,0,1,8223.4248,0,0,-98,-98,-98,0,-98,-98,0,0,-98,-98,-98,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Asalariado,Vive con pareja,No posee residencia principal,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,34,1438,2021,0,1,0,8812.8271,0,-98,-98,-98,-98,1,-98,0,0,-98,-98,-98,-98,0,-98,-98,0,0,0,0,1,1,0,0,0,0,0,0,0
Educación Primaria,Desempleado,Otros adultos,No posee residencia principal,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,57,1439,2022,1,0,1,4846.2822,0,0,0,0,0,0,1,-98,0,0,0,0,0,0,0,1,-98,1,0,0,0,0,0,0,0,0,0,0,0
Universidad,Asalariado,Vive solo,No posee residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,1440,2022,1,0,1,1320.3446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,50,1441,2022,0,0,1,768.18652,1,1,0,1,0,0,-98,0,0,0,0,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Autónomo,Vive con pareja,Residencia principal y otras,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,42,1442,2021,1,1,1,750.24261,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Vive solo,No posee residencia principal,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,28,1443,2022,1,0,0,4363.8789,0,0,-98,0,-98,0,-98,0,0,0,-98,0,-98,0,1,-98,0,1,0,0,0,1,0,0,0,0,0,0,0
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1444,2021,0,0,1,10820.269,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Otros inactivos,Otros adultos,Residencia principal y otras,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,1445,2022,-1,1,-1,2980.0684,0,0,0,0,-98,0,-98,0,0,0,0,0,-98,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Jubilado,Vive con pareja,Solo residencia principal,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,63,1446,2021,1,0,1,9010.959,0,1,0,0,-98,0,-98,0,0,0,0,0,-98,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Asalariado,Vive con pareja,Residencia principal y otras,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1447,2022,-1,-1,-1,4062.6069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Autónomo,Otros adultos,Residencia principal y otras,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,40,1448,2022,-1,0,1,3921.6453,0,0,-97,-98,0,1,-98,0,0,0,0,-98,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Otros inactivos,Otros adultos,Residencia principal y otras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1449,2022,1,1,1,3984.177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Vive con pareja,No posee residencia principal,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,41,1450,2022,0,1,0,2676.4705,0,0,0,0,-98,1,0,0,0,0,0,0,-98,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Educación Primaria,Asalariado,Vive solo,Solo residencia principal,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,58,1451,2021,1,0,1,5391.0386,1,0,0,0,0,0,-98,0,0,0,0,0,0,0,1,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Otros adultos,Residencia principal y otras,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,50,1452,2022,1,0,1,2571.9299,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Otros adultos,Solo residencia principal,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,57,1453,2021,-1,0,-1,7960.6694,0,0,-98,0,-98,1,0,0,0,0,-98,0,-98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Educación Primaria,Asalariado,Vive solo,No posee residencia principal,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,42,1454,2022,0,0,1,4224.8242,0,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,0,1,0,0,1,0,0,0,0,0,0,0,0
Educación Primaria,Jubilado,Vive con pareja,Solo residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,70,1455,2021,0,0,0,15358.692,0,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Autónomo,Vive con pareja,Solo residencia principal,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,50,1456,2022,1,0,-1,5494.5396,0,1,0,0,0,1,0,-98,0,0,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Desempleado,Vive con pareja,Residencia principal y otras,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,57,1457,2022,1,0,1,3486.0332,1,0,1,1,0,0,-98,0,0,0,1,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,63,1458,2022,1,1,1,2817.2576,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Asalariado,Otros adultos,Solo residencia principal,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,44,1459,2021,1,1,1,10308.308,0,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,0,1,0,0,0,0,0,0,0,0,0,0,0
Educación Primaria,Otros inactivos,Otros adultos,Residencia principal y otras,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,1460,2022,0,1,1,4580.6616,0,0,0,0,-98,0,0,0,0,0,0,0,-98,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Otros inactivos,Otros adultos,Residencia principal y otras,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,64,1461,2021,0,0,-1,8266.0889,1,0,0,-98,0,1,-98,0,0,0,0,-98,0,1,0,-98,0,1,0,0,1,0,0,0,0,0,0,0,0
Educación Secundaria,Otros inactivos,Otros adultos,Residencia principal y otras,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,1462,2021,0,0,0,4928.2144,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Otros inactivos,Vive con pareja,Residencia principal y otras,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,48,1463,2022,1,0,-1,11766.511,0,0,0,0,-98,0,0,0,0,0,0,0,-98,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Otros inactivos,Vive con pareja,No posee residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29,1464,2022,1,-1,1,2703.3479,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Jubilado,Vive solo,Solo residencia principal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1465,2022,-1,-1,1,14107.971,0,0,-97,-98,-98,-98,-98,0,0,0,0,-98,-98,-98,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Desempleado,Otros adultos,Solo residencia principal,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,56,1466,2022,0,-1,0,6505.8516,1,-98,0,0,0,0,-98,0,0,-98,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,0,0,0,0,0
Educación Secundaria,Asalariado,Vive con pareja,No posee residencia principal,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,30,1467,2021,1,1,-1,7486.627,0,0,-98,-98,-98,0,-98,-98,0,0,-98,-98,-98,0,0,-98,-98,0,0,0,1,0,0,0,0,0,0,0,0
Universidad,Jubilado,Vive con pareja,Residencia principal y otras,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,67,1468,2022,1,0,1,3554.5449,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Desempleado,Otros adultos,Solo residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28,1469,2022,0,1,0,8001.4844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Otros adultos,Solo residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,59,1470,2021,1,0,1,3254.1372,0,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Vive solo,No posee residencia principal,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,24,1471,2022,1,1,1,4276.6157,0,0,0,0,0,0,-98,1,0,0,0,0,0,0,0,-98,1,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Jubilado,Vive solo,Solo residencia principal,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78,1472,2022,1,-1,1,5146.6523,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Jubilado,Vive con pareja,Residencia principal y otras,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,66,1473,2021,1,0,1,3712.7551,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Desempleado,Vive con pareja,Solo residencia principal,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,45,1474,2021,1,1,1,7901.7017,0,0,-98,-98,-98,1,-98,0,0,0,-98,-98,-98,1,0,-98,0,0,0,0,1,0,0,0,0,1,1,0,0
Universidad,Asalariado,Otros adultos,Solo residencia principal,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,1475,2021,0,0,1,2776.8987,0,0,-98,0,-98,-98,1,0,0,0,-98,0,-98,-98,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Jubilado,Otros adultos,Residencia principal y otras,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1476,2022,1,1,1,6019.2803,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Otros inactivos,Otros adultos,Solo residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,1477,2022,0,0,1,7895.9609,0,0,0,0,-98,-98,-98,0,0,0,0,0,-98,-98,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Vive con pareja,Residencia principal y otras,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,49,1479,2022,0,1,1,7245.7915,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Educación Secundaria,Otros inactivos,Otros adultos,Solo residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,1480,2022,1,1,0,3098.5088,0,0,0,0,-98,0,0,0,0,0,0,0,-98,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Autónomo,Vive con pareja,Residencia principal y otras,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,61,1481,2022,1,0,1,5784.2651,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Jubilado,Vive con pareja,Residencia principal y otras,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,65,1482,2022,-1,1,1,1766.8701,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,43,1483,2022,1,1,1,3451.9097,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive solo,No posee residencia principal,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,56,1484,2021,1,1,0,3493.937,0,0,0,0,0,1,-98,0,0,0,0,0,0,1,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,65,1485,2021,0,1,1,1646.0823,1,1,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Otros inactivos,Vive con pareja,Residencia principal y otras,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1486,2022,1,0,0,3486.946,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,No posee residencia principal,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,36,1487,2021,1,1,1,5228.0957,0,1,0,1,0,0,-98,0,0,1,0,1,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Desempleado,Vive con pareja,No posee residencia principal,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,54,1488,2022,0,0,1,2345.7126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,31,1489,2022,1,0,1,8253.8467,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive solo,Solo residencia principal,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,33,1490,2022,1,0,1,9437.749,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Otros adultos,Residencia principal y otras,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,64,1491,2022,1,0,1,3370.0347,0,1,1,1,0,0,-98,0,0,0,1,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Vive con pareja,No posee residencia principal,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,23,1492,2021,1,0,1,2803.4253,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Universidad,Desempleado,Vive con pareja,Residencia principal y otras,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62,1493,2021,1,1,1,2311.9683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Otros inactivos,Otros adultos,Solo residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,1494,2022,1,0,1,3572.6868,0,0,0,0,0,-98,0,0,0,0,0,0,0,-98,-97,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Vive con pareja,Residencia principal y otras,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,54,1495,2021,1,0,1,3073.8535,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Asalariado,Otros adultos,Residencia principal y otras,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,22,1496,2022,0,0,1,2045.2977,1,0,-98,0,0,0,0,-98,0,0,-98,0,0,0,1,0,-98,1,0,0,0,0,0,0,0,0,0,0,0
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,1497,2021,1,1,1,3432.9719,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Desempleado,Otros adultos,No posee residencia principal,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,45,1498,2022,-1,0,0,10316.132,0,0,-98,0,0,0,0,0,0,0,-98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Educación Secundaria,Desempleado,Vive con pareja,No posee residencia principal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,1499,2022,0,0,-1,9584.4434,0,1,-98,0,-98,0,-98,0,0,0,-98,0,-98,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,42,1500,2022,1,0,1,7667.2617,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,37,1501,2022,0,0,-1,1903.201,1,0,1,-98,-98,0,1,0,0,0,1,-98,-98,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Otros adultos,No posee residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,56,1502,2022,1,1,1,5207.1353,0,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,No posee residencia principal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,1503,2022,1,-1,0,1120.2523,0,0,0,0,-98,0,-98,0,0,0,0,0,-98,0,1,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Autónomo,Vive solo,No posee residencia principal,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,30,1504,2022,1,1,1,728.28278,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Vive con pareja,Residencia principal y otras,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,55,1505,2022,1,0,1,1727.9513,0,0,0,0,0,1,-98,0,0,0,0,0,0,0,0,-98,0,1,0,0,0,0,0,0,0,0,0,0,0
Universidad,Autónomo,Otros adultos,Solo residencia principal,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,60,1506,2022,1,0,0,656.17523,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Asalariado,Vive con pareja,Residencia principal y otras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1507,2022,0,0,1,5024.0884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Jubilado,Vive con pareja,Solo residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,72,1508,2022,1,1,1,5450.5098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,57,1509,2022,-1,0,-1,2198.0681,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive solo,No posee residencia principal,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,38,1510,2021,1,0,1,5378.9585,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Otros adultos,Solo residencia principal,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,51,1511,2022,1,0,0,4336.7969,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Jubilado,Vive con pareja,Residencia principal y otras,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,65,1512,2022,1,1,1,3402.2649,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Autónomo,Vive con pareja,Residencia principal y otras,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,49,1513,2021,1,0,1,5797.4243,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Otros inactivos,Otros adultos,Solo residencia principal,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,24,1514,2022,1,0,1,4268.4565,0,0,0,0,-98,1,-98,0,0,0,0,0,-98,1,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,48,1515,2022,1,0,1,3024.6306,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,47,1517,2022,1,0,1,2233.3196,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1518,2022,0,1,-1,10173.523,0,0,-98,0,-98,0,-98,0,0,0,-98,0,-98,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Jubilado,Vive con pareja,Solo residencia principal,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,65,1519,2021,1,-1,0,3742.8735,1,0,0,0,0,1,-98,0,0,0,0,0,0,1,1,-98,0,0,0,0,0,0,0,0,1,0,1,0,0
Educación Primaria,Asalariado,Vive con pareja,Residencia principal y otras,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,49,1520,2022,1,0,0,1399.3269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Educación Primaria,Asalariado,Otros adultos,Residencia principal y otras,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,53,1521,2021,1,0,1,1969.969,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Autónomo,Vive con pareja,Residencia principal y otras,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,49,1522,2022,1,0,0,2233.3196,1,0,0,1,0,0,-98,0,0,0,0,1,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Jubilado,Vive con pareja,Solo residencia principal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,1523,2021,1,1,1,2698.5505,0,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,47,1524,2022,1,1,1,1002.8745,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Vive solo,Residencia principal y otras,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,58,1525,2022,1,0,1,7178.5884,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Autónomo,Vive con pareja,Solo residencia principal,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,47,1526,2022,0,1,1,4355.6772,1,-98,-98,-98,-98,0,-98,0,0,-98,-98,-98,-98,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Otros inactivos,Vive con pareja,Residencia principal y otras,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,1527,2022,0,0,1,7418.4033,0,0,-97,0,0,0,1,-98,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
