i0900_1;i0900_2;i0900_3;i0900_4;i0900_5;fi0900;i0700_1;i0700_2;i0700_3;i0700_4;i0700_5;fi0700;j0700_1;j0700_2;j0700_3;j0700_4;j0700_5;fj0700;j0500_1;j0500_2;j0500_3;j0500_4;j0500_5;fj0500;i0300_1;i0300_2;i0300_3;i0300_4;i0300_5;fi0300;j1300_1;j1300_2;j1300_3;j1300_4;j1300_5;fj1300;weight;ID
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;900;900;900;900;900;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;2021.9656;4863
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3500;3500;3500;3500;3500;0;800;800;800;800;800;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;2298.7493;4864
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;5000;5000;5000;5000;5000;0;900;900;900;900;900;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;5004.9741;4865
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;2000;2000;2000;2000;2000;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;10820.269;4866
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;2300;2300;2300;2300;2300;0;1302;1302;1302;1302;1302;0;430;430;430;430;430;0;2;2;2;2;2;0;2555.0371;4867
80;80;80;80;80;0;245;245;245;245;245;0;2500;2500;2500;2500;2500;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;698.85297;4868
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;700;700;700;700;700;0;-98;-98;-98;-98;-98;-98;4;3;3;3;2;1;5310.5405;4869
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1780;1780;1780;1780;1780;0;300;300;300;300;300;0;600;600;600;600;600;0;2;2;2;2;2;0;3236.0593;4870
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1000;1000;1000;1000;1000;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;6392.1401;4871
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;500;500;500;500;500;0;250;250;250;250;250;0;1;1;1;1;1;0;3023.6821;4872
45;45;45;45;45;0;300;300;300;300;300;0;3510;3510;3510;3510;3510;0;150;150;150;150;150;0;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;8333.3438;4873
68.273643;100;37.862461;33.382679;80;1;935.49512;915.43591;839.46808;863.27771;855.40662;1;51410.18;54891.488;82778.773;64714.449;63788.172;1;1178.1;1128.8149;1487.984;1381.441;1437.37;1;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;5023.0854;4874
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;3007.7446;4875
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3000;3000;3000;3000;3000;0;200;200;200;200;200;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;1002.8745;4876
100;100;100;100;100;0;450;450;450;450;450;0;0;0;0;0;0;0;200;200;200;200;200;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;11298.626;4877
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;6089.7949;7830.6011;6641.4619;4169.793;2298.2041;1;868;868;868;868;868;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;12522.085;4878
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;700;700;700;700;700;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;5098.7314;4879
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;200;200;200;200;200;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;13106.041;4880
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;2024.1827;4881
100;100;100;100;100;0;197;197;197;197;197;0;1500;1500;1500;1500;1500;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;1034.3625;4882
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1800;1800;1800;1800;1800;0;217;217;217;217;217;0;800;800;800;800;800;0;4;4;4;4;4;0;1519.4166;4883
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1000;1000;1000;1000;1000;0;250;250;250;250;250;0;325;325;325;325;325;0;4;4;4;4;4;0;2078.5483;4884
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;300;300;300;300;300;0;400;400;400;400;400;0;3;3;3;3;3;0;2585.3027;4885
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;350;350;350;350;350;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;3451.9097;4886
80;80;80;80;80;0;200;200;200;200;200;0;0;0;0;0;0;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;1019.4681;4887
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;9260.2695;4888
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;500;500;500;500;500;0;150;150;150;150;150;0;2;2;2;2;2;0;1967.3148;4889
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;1517.5259;4890
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;11612.211;4891
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;4500;4500;4500;4500;4500;0;844.81488;823.46973;404.81909;822.45062;479.27231;1;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;9252.6309;4892
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;434;434;434;434;434;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;2266.6924;4893
80;80;80;80;80;0;460;460;460;460;460;0;0;0;0;0;0;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;736.02893;4894
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;9234.2139;4895
-98;-98;-98;-98;-98;-98;275;275;275;275;275;0;0;0;0;0;0;0;173.60001;173.60001;173.60001;173.60001;173.60001;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;3803.9265;4896
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;500;500;500;500;500;0;300;300;300;300;300;0;300;300;300;300;300;0;2;2;2;2;2;0;2529.2751;4897
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;410.66901;595.27887;477.92151;718.8114;539.76288;1;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;5434.0938;4898
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1000;1000;1000;1000;1000;0;500;500;500;500;500;0;150;150;150;150;150;0;2;2;2;2;2;0;3296.7478;4899
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;10552.242;4900
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;434;434;434;434;434;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;3999.1401;4901
100;100;100;100;100;0;500;500;500;500;500;0;0;0;0;0;0;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;3296.7478;4902
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;800;800;800;800;800;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;11114.199;4903
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;700;700;700;700;700;0;-98;-98;-98;-98;-98;-98;2;2;2;3;1;1;4288.9658;4904
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;350;350;350;350;350;0;413;413;413;413;413;0;2;2;2;2;2;0;2678.2224;4905
100;100;100;100;100;0;600;600;600;600;600;0;0;0;0;0;0;0;1736;1736;1736;1736;1736;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;920.34375;4906
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1000;1000;1000;1000;1000;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;3589.5847;4907
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;2623.7188;4908
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1500;1500;1500;1500;1500;0;250;250;250;250;250;0;540;540;540;540;540;0;4;4;4;4;4;0;1377.1051;4909
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;800;800;800;800;800;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;3408.281;4910
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;100;100;100;100;100;0;470;470;470;470;470;0;1;1;1;1;1;1;4016.6943;4911
90;90;90;90;90;0;450;450;450;450;450;0;600;600;600;600;600;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;8434.1846;4912
30;30;30;30;30;0;242;242;242;242;242;0;3000;3000;3000;3000;3000;0;550;550;550;550;550;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;2886.3164;4913
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;300;300;300;300;300;0;200;200;200;200;200;0;150;150;150;150;150;0;1;1;1;1;1;0;10761.482;4914
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;3;4;4;3;3;1;1170.0018;4915
80;80;80;80;80;0;175;175;175;175;175;0;150;150;150;150;150;0;303.79999;303.79999;303.79999;303.79999;303.79999;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;1004.7972;4916
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;300;300;300;300;300;0;1000;1000;1000;1000;1000;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;2273.7063;4917
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1100;1100;1100;1100;1100;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;8690.6973;4918
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;7000;7000;7000;7000;7000;0;600;600;600;600;600;0;1300;1300;1300;1300;1300;0;6;6;6;6;6;0;5023.0854;4919
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;2315.5811;4920
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;5538.6372;4921
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;200;200;200;200;200;0;550;550;550;550;550;0;5;5;5;5;5;0;1188.061;4922
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;362.32169;373.74509;392.33829;377.1795;389.3345;1;150;150;150;150;150;0;2;2;2;2;2;0;2138.3516;4923
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;2000;2000;2000;2000;2000;0;651;651;651;651;651;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;3241.5784;4924
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;400;400;400;400;400;0;600;600;600;600;600;0;3;3;3;3;3;0;6450.8872;4925
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;108.5;108.5;108.5;108.5;108.5;0;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;13152.98;4926
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3000;3000;3000;3000;3000;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;13846.563;4927
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;8183.9697;4928
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;300;300;300;300;300;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;3253.6729;4929
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;100;100;100;100;100;0;200;200;200;200;200;0;1900;1900;1900;1900;1900;0;1;1;1;1;1;0;5617.2114;4930
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;60;60;60;60;60;0;600;600;600;600;600;0;450;450;450;450;450;0;4;4;4;4;4;0;3115.7527;4931
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;303.79999;303.79999;303.79999;303.79999;303.79999;0;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;3705.7156;4932
60;60;60;60;60;0;987;987;987;987;987;0;600;600;600;600;600;0;700;700;700;700;700;0;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;7931.2588;4933
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;200;200;200;200;200;0;320;320;320;320;320;0;3;3;3;3;3;0;4864.9614;4934
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;10831.166;4935
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;13421.166;4936
90;90;90;90;90;0;420;420;420;420;420;0;0;0;0;0;0;0;550;550;550;550;550;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;1848.3314;4937
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1000;1000;1000;1000;1000;0;500;500;500;500;500;0;200;200;200;200;200;0;4;4;4;4;4;0;3268.1814;4938
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;268.06561;255.1759;283.30209;200.9745;299.79391;1;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;3552.8584;4939
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;600;600;600;600;600;0;200;200;200;200;200;0;160.6451;953.79962;792.39972;436.3497;457.06451;1;2;2;2;2;2;0;2816.3909;4940
70;70;70;70;70;0;300;300;300;300;300;0;9000;9000;9000;9000;9000;0;200;200;200;200;200;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;3408.281;4941
90;90;90;90;90;0;310;310;310;310;310;0;1000;1000;1000;1000;1000;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;6806.499;4942
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;250;250;250;250;250;0;360;360;360;360;360;0;3;3;3;3;3;0;4270.5122;4943
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1500;1500;1500;1500;1500;0;347.20001;347.20001;347.20001;347.20001;347.20001;0;475;475;475;475;475;0;4;4;4;4;4;0;3804.6863;4944
75;75;75;75;75;0;500;500;500;500;500;0;350;350;350;350;350;0;651;651;651;651;651;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;2192.8604;4945
100;100;100;100;100;0;800;800;800;800;800;0;4500;4500;4500;4500;4500;0;900;900;900;900;900;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;9003.2783;4946
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;2613.05;4947
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;7311.5518;4948
100;100;100;100;100;0;250;250;250;250;250;0;0;0;0;0;0;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;10914.693;4949
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;5000;5000;5000;5000;5000;0;217;217;217;217;217;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;2419.1445;4950
80;80;80;80;80;0;600;600;600;600;600;0;700;700;700;700;700;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;4185.4736;4951
80;80;80;80;80;0;363;363;363;363;363;0;0;0;0;0;0;0;434;434;434;434;434;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;1590.1769;4952
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;15000;15000;15000;15000;15000;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;5208.3457;4953
70;70;70;70;70;0;300;300;300;300;300;0;0;0;0;0;0;0;651;651;651;651;651;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;2278.2676;4954
100;72.144173;80;113.1348;100;1;200;200;200;200;200;0;343.68991;170.4774;523.117;389.9902;385.289;1;434;434;434;434;434;0;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;3173.2122;4955
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;300;300;300;300;300;0;250;250;250;250;250;0;4;4;4;4;4;0;3805.075;4956
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;150;150;150;150;150;0;0;0;0;0;0;0;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;7895.9609;4957
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;200;200;200;200;200;0;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;781.70038;4958
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;870.10162;0;667.87073;5471.1001;0;1;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;2285.8516;4959
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;1493.8966;4960
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;260.39999;260.39999;260.39999;260.39999;260.39999;0;300;300;300;300;300;0;3;1;1;2;1;1;13813.368;4961
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;2500;2500;2500;2500;2500;0;350;350;350;350;350;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;6358.2549;4962
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;12000;12000;12000;12000;12000;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;5828.3096;4963
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;2797.3569;1589.6541;1428.8459;2319.3979;446.72711;1;796.22333;899.42572;735.56427;802.69427;837.54462;1;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;2942.3997;4964
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;8911.2998;4965
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;400;400;400;400;400;0;650;650;650;650;650;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;2116.9226;4966
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;700;700;700;700;700;0;300;300;300;300;300;0;330;330;330;330;330;0;2;2;2;2;2;0;3486.1213;4967
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;800;800;800;800;800;0;824.59998;824.59998;824.59998;824.59998;824.59998;0;500;500;500;500;500;0;1;1;1;1;1;0;3647.8445;4968
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;1000;1000;1000;1000;1000;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;2253.3059;4969
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1000;1000;1000;1000;1000;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;3474.5444;4970
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;434;434;434;434;434;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;5443.0859;4971
100;100;100;100;100;0;160;160;160;160;160;0;594.84698;477.10541;372.27081;14350;345.63641;1;1000;1000;1000;1000;1000;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;5935.5791;4972
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;434;434;434;434;434;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;4233.8794;4973
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;434;434;434;434;434;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;2851.1252;4974
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;2200;2200;2200;2200;2200;0;1085;1085;1085;1085;1085;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;9003.2783;4975
80;80;80;80;80;0;380;380;380;380;380;0;4500;4500;4500;4500;4500;0;280;280;280;280;280;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;6110.3765;4976
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;2000;2000;2000;2000;2000;0;1114.084;521.48901;936.35059;891.27118;806.76532;1;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;2994.5818;4977
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;38806.32;54516.031;23590.869;39723.219;41031.211;1;1154.97;1398.731;1245.165;1286.441;1968.0031;1;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;8827.0283;4978
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3000;3000;3000;3000;3000;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;750.60394;4979
100;100;100;100;100;0;712;712;712;712;712;0;300;300;300;300;300;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;9541.9131;4980
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;100;100;100;100;100;0;600;600;600;600;600;0;2;2;2;2;2;0;8697.1094;4981
80;80;80;80;80;0;600;600;600;600;600;0;0;0;0;0;0;0;200;200;200;200;200;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;2823.8887;4982
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;6588.4902;4983
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;51.001591;57.23431;52.772369;55.362991;58.822529;1;288.42361;366.6636;266.00079;368.5546;345.30661;1;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;2648.8677;4984
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;200;200;200;200;200;0;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;5782.7886;4985
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1000;1000;1000;1000;1000;0;500;500;500;500;500;0;650;650;650;650;650;0;2;2;2;2;2;0;9402.7422;4986
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;200;200;200;200;200;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;1277.6716;4987
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;800;800;800;800;800;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;1227.5958;4988
70;70;70;70;70;0;911;911;911;911;911;0;2500;2500;2500;2500;2500;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;1598.6246;4989
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;205.9294;1975.748;198.5231;1135.278;41.49036;1;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;9033.833;4990
-98;-98;-98;-98;-98;-98;528;528;528;528;528;0;0;0;0;0;0;0;434;434;434;434;434;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;7178.5884;4991
100;100;100;100;100;0;81.846359;310.1897;127.0851;615.66193;219.63319;1;1000;1000;1000;1000;1000;0;450;450;450;450;450;0;-98;-98;-98;-98;-98;-98;3;4;4;4;4;1;3131.1526;4992
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;5500;5500;5500;5500;5500;0;250;250;250;250;250;0;1100;1100;1100;1100;1100;0;5;5;5;5;5;0;2463.3081;4993
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;5893.418;4994
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;4739.2168;4995
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;5000;5000;5000;5000;5000;0;737.79999;737.79999;737.79999;737.79999;737.79999;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;6157.3916;4996
100;100;100;100;100;0;181;181;181;181;181;0;200;200;200;200;200;0;200;200;200;200;200;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;6989.064;4997
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;607.59998;607.59998;607.59998;607.59998;607.59998;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;1237.3723;4998
100;100;100;100;100;0;886.33929;401.92569;755.66193;804.43701;462.0405;1;4000;4000;4000;4000;4000;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;6740.4468;4999
